all Sensors: 0 		 Accel: 0.00 -1.26
ESC: 89 Hall Sensors: 484 		 Accel: 4.10 0.15
ESC: 89 Hall Sensors: 756 		 Accel: -0.07 3.10
ESC: 89 Hall Sensors: 768 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: -10486 		 Accel: 4.14 0.00
ESC: 89 Hall Sensors: -31457 		 Accel: 3.97 0.00
ESC: 89 Hall Sensors: 26214 		 Accel: 0.33 0.00
ESC: 89 Hall Sensors: 0 		 Accel: 2.03 0.00
ESC: 89 Hall Sensors: 5243 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: -13107 		 Accel: 0.00 0.00
ESC: 89 Hall Sensors: -15729 		 Accel: 5.71 0.00
ESC: 89 Hall Sensors: -7864 		 Accel: 3.28 0.00
ESC: 88 Hall Sensors: -10486 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: 26214 		 Accel: 4.10 0.00
ESC: 88 Hall Sensors: -31457 		 Accel: 2.42 0.00
ESC: 88 Hall Sensors: 26214 		 Accel: 6.96 0.00
ESC: 88 Hall Sensors: 2621 		 Accel: 6.56 0.00
ESC: 88 Hall Sensors: 767 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: -20972 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: 31457 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: -10486 		 Accel: 6.32 0.00
ESC: 88 Hall Sensors: 713 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: -28836 		 Accel: 0.60 0.00
ESC: 88 Hall Sensors: 26214 		 Accel: 3.22 0.00
ESC: 88 Hall Sensors: -2621 		 Accel: 3.35 0.00
ESC: 88 Hall Sensors: 26214 		 Accel: 0.40 0.00
ESC: 88 Hall Sensors: 26214 		 Accel: 4.43 0.00
ESC: 88 Hall Sensors: -28836 		 Accel: 3.87 0.00
ESC: 88 Hall Sensors: 13107 		 Accel: 5.86 0.00
ESC: 88 Hall Sensors: 2621 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: -13107 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: 767 		 Accel: 4.66 0.00
ESC: 88 Hall Sensors: 26214 		 Accel: 0.00 -0.58
ESC: 88 Hall Sensors: 23593 		 Accel: 0.00 -4.04
ESC: 88 Hall Sensors: 28836 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: -31457 		 Accel: 1.11 0.00
ESC: 88 Hall Sensors: -20972 		 Accel: 0.00 0.00
ESC: 88 Hall Sensors: 31457 		 Accel: 1.28 0.00
ESC: 88 Hall Sensors: 31457 		 Accel: 1.81 0.00
ESC: 89 Hall Sensors: 708 		 Accel: -3.19 0.00
ESC: 92 Hall Sensors: 618 		 Accel: -0.11 2.62
ESC: 101 Hall Sensors: 749 		 Accel: 1.54 8.08
ESC: 140 Hall Sensors: -26214 		 Accel: -1.10 0.00
ESC: 140 Hall Sensors: 28836 		 Accel: 0.00 0.00
ESC: 140 Hall Sensors: -20972 		 Accel: 0.00 0.00
ESC: 140 Hall Sensors: 767 		 Accel: 0.00 0.00
ESC: 152 Hall Sensors: 2621 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 13107 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 756 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -5243 		 Accel: -1.21 0.00
ESC: 180 Hall Sensors: 769 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -15729 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 26214 		 Accel: 2.83 0.00
ESC: 180 Hall Sensors: 20972 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -26214 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 28836 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 28836 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 2621 		 Accel: -0.96 0.00
ESC: 180 Hall Sensors: 20972 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -20972 		 Accel: 4.16 0.00
ESC: 180 Hall Sensors: 641 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 769 		 Accel: -0.52 0.00
ESC: 180 Hall Sensors: 20972 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 13107 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -13107 		 Accel: 0.00 1.98
ESC: 180 Hall Sensors: -15729 		 Accel: 0.00 -2.84
ESC: 180 Hall Sensors: -10486 		 Accel: 0.00 0.81
ESC: 180 Hall Sensors: 13107 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 0 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -26214 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 769 		 Accel: 2.39 0.00
ESC: 180 Hall Sensors: -28836 		 Accel: -3.69 0.00
ESC: 180 Hall Sensors: 724 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -28836 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 767 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -23593 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 18350 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -28836 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 2621 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -10486 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 737 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 18350 		 Accel: 5.46 0.00
ESC: 180 Hall Sensors: 10486 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 20972 		 Accel: -4.08 0.00
ESC: 180 Hall Sensors: 23593 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -2621 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -18350 		 Accel: 7.59 0.00
ESC: 180 Hall Sensors: -20972 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 18350 		 Accel: 4.02 0.00
ESC: 180 Hall Sensors: -2621 		 Accel: 2.14 0.00
ESC: 180 Hall Sensors: 768 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 751 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -18350 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 766 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 18350 		 Accel: 3.33 0.00
ESC: 180 Hall Sensors: 756 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 26214 		 Accel: 0.37 0.00
ESC: 180 Hall Sensors: 728 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -26214 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 580 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 768 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 765 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -18350 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -15729 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 493 		 Accel: 5.05 0.00
ESC: 180 Hall Sensors: -26214 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -26214 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -7864 		 Accel: -1.63 0.00
ESC: 180 Hall Sensors: 761 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 7864 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 750 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -13107 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 895 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -10486 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -20972 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 768 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 739 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 10486 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 607 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -28836 		 Accel: -1.02 0.00
ESC: 180 Hall Sensors: 757 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 5243 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 768 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 749 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: -26214 		 Accel: 2.30 0.00
ESC: 180 Hall Sensors: 765 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 15729 		 Accel: 0.66 0.00
ESC: 180 Hall Sensors: 769 		 Accel: -0.67 3.36
ESC: 180 Hall Sensors: 766 		 Accel: -0.28 -1.52
ESC: 180 Hall Sensors: 759 		 Accel: 1.96 1.13
ESC: 180 Hall Sensors: 735 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 28836 		 Accel: 0.00 0.00
ESC: 180 Hall Sensors: 769 		 Accel: 0.00 0.00
ESC: 129 Hall Sensors: 0 		 Accel: 0.00 0.00
ESC: 129 Hall Sensors: 760 		 Accel: 0.00 0.00
ESC: 129 Hall Sensors: 13107 		 Accel: 0.00 0.00
ESC: 129 Hall Sensors: 767 		 Accel: 0.00 0.00
ESC: 130 Hall Sensors: 2621 		 Accel: 0.00 0.00
ESC: 129 Hall Sensors: 26214 		 Accel: 0.00 0.00
ESC: 57 Hall Sensors: 705 		 Accel: 0.81 0.00
ESC: 57 Hall Sensors: 20972 		 Accel: 0.00 0.00
ESC: 57 Hall Sensors: -7864 		 Accel: 0.15 0.00
ESC: 57 Hall Sensors: 768 		 Accel: 0.00 0.00
ESC: 57 Hall Sensors: -28836 		 Accel: 0.00 0.00
ESC: 57 Hall Sensors: 5243 		 Accel: 7.54 0.00
ESC: 6 Hall Sensors: -7864 		 Accel: 0.00 0.00
ESC: 4 Hall Sensors: -31457 		 Accel: 0.00 0.00
ESC: 2 Hall Sensors: 23593 		 Accel: 0.00 0.00
ESC: 2 Hall Sensors: 20972 		 Accel: 9.72 0.00
ESC: 2 Hall Sensors: 0 		 Accel: 9.69 0.00
ESC: 2 Hall Sensors: -20972 		 Accel: 8.48 0.00
ESC: 2 Hall Sensors: 28836 		 Accel: 7.66 0.00
ESC: 2 Hall Sensors: -2621 		 Accel: 8.77 0.00
ESC: 2 Hall Sensors: 31457 		 Accel: 5.28 0.00
ESC: 2 Hall Sensors: -2621 		 Accel: 4.35 0.00
ESC: 0 Hall Sensors: 7864 		 Accel: 0.00 -0.12
ESC: 0 Hall Sensors: 26214 		 Accel: 0.00 0.00
ESC: 0 Hall Sensors: -20972 		 Accel: 8.46 0.00
ESC: 0 Hall Sensors: -26214 		 Accel: 9.23 0.00
ESC: 0 Hall Sensors: -7864 		 Accel: 9.23 0.00
ESC: 0 Hall Sensors: -7864 		 Accel: 8.40 0.00
ESC: 0 Hall Sensors: 0 		 Accel: 8.25 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.53 0.00
ESC: 0 Hall Sensors: 10486 		 Accel: 7.04 0.00
ESC: 0 Hall Sensors: 18350 		 Accel: 6.49 0.00
ESC: 0 Hall Sensors: -26214 		 Accel: 7.73 0.00
ESC: 0 Hall Sensors: 18350 		 Accel: 7.86 0.00
ESC: 0 Hall Sensors: -28836 		 Accel: 6.71 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.46 0.00
ESC: 0 Hall Sensors: 10486 		 Accel: 7.94 0.00
ESC: 0 Hall Sensors: -7864 		 Accel: 8.60 0.00
ESC: 0 Hall Sensors: 26214 		 Accel: 8.58 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.43 0.00
ESC: 0 Hall Sensors: 28836 		 Accel: 8.57 0.00
ESC: 0 Hall Sensors: -26214 		 Accel: 8.69 0.00
ESC: 0 Hall Sensors: 15729 		 Accel: 7.50 0.00
ESC: 0 Hall Sensors: 10486 		 Accel: 7.47 0.00
ESC: 0 Hall Sensors: -2621 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: 7864 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: -31457 		 Accel: 8.18 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 8.36 0.00
ESC: 0 Hall Sensors: 20972 		 Accel: 8.41 0.00
ESC: 0 Hall Sensors: 28836 		 Accel: 8.33 0.00
ESC: 0 Hall Sensors: -2621 		 Accel: 8.36 0.00
ESC: 0 Hall Sensors: 15729 		 Accel: 8.31 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.22 0.00
ESC: 0 Hall Sensors: -13107 		 Accel: 7.80 0.00
ESC: 0 Hall Sensors: -31457 		 Accel: 7.61 0.00
ESC: 0 Hall Sensors: -7864 		 Accel: 8.03 0.00
ESC: 0 Hall Sensors: 26214 		 Accel: 8.17 0.00
ESC: 0 Hall Sensors: -20972 		 Accel: 8.34 0.00
ESC: 0 Hall Sensors: 28836 		 Accel: 8.26 0.00
ESC: 0 Hall Sensors: -26214 		 Accel: 8.30 0.00
ESC: 0 Hall Sensors: 20972 		 Accel: 8.31 0.00
ESC: 0 Hall Sensors: -2621 		 Accel: 8.25 0.00
ESC: 0 Hall Sensors: -2621 		 Accel: 8.21 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 8.09 0.00
ESC: 0 Hall Sensors: -26214 		 Accel: 7.98 0.00
ESC: 0 Hall Sensors: -13107 		 Accel: 8.13 0.00
ESC: 0 Hall Sensors: 10486 		 Accel: 8.21 0.00
ESC: 0 Hall Sensors: 7864 		 Accel: 8.23 0.00
ESC: 0 Hall Sensors: -10486 		 Accel: 8.25 0.00
ESC: 0 Hall Sensors: 5243 		 Accel: 8.21 0.00
ESC: 0 Hall Sensors: -20972 		 Accel: 8.14 0.00
ESC: 0 Hall Sensors: 15729 		 Accel: 8.14 0.00
ESC: 0 Hall Sensors: 7864 		 Accel: 8.17 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.14 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.17 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.12 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.15 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.19 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.17 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.20 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: 5243 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 8.18 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 8.18 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.14 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.19 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.14 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 8.18 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.15 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.18 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 8.18 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.17 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.17 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.17 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.14 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: 5243 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.14 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.15 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.15 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.15 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.15 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.15 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.14 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.17 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.14 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.15 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.17 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.15 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.15 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.17 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 8.17 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 8.18 0.00
ESC: 0 Hall Sensors: 5243 		 Accel: 8.19 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.17 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.19 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 8.17 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.15 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.18 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.15 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.18 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.15 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: 5243 		 Accel: 8.17 0.00
ESC: 0 Hall Sensors: 23593 		 Accel: 8.17 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.17 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.14 0.00
ESC: 0 Hall Sensors: 5243 		 Accel: 8.17 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.16 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 8.17 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.52 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.52 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.56 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.57 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.56 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 9.51 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: 2621 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.52 0.00
ESC: 0 Hall Sensors: 2621 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 2621 		 Accel: 9.52 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: -23593 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.52 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 9.56 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.58 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.52 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 2621 		 Accel: 9.56 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.51 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 2621 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.52 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.52 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.52 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.52 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.56 0.00
ESC: 0 Hall Sensors: -5243 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: -15729 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.54 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.56 0.00
ESC: 0 Hall Sensors: 13107 		 Accel: 9.55 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.53 0.00
ESC: 0 Hall Sensors: 31457 		 Accel: 9.51 0.00
ESC: 0 Hall Sensors: -52
